PROP_NUM,GAME_TITLE,MONTH,COIN_IN,HANDLE_PULLS,ASSET_COUNT
22,167,5,41380,36300,31
10,3088,12,479370,169250,124
10,3143,3,102960,43550,31
20,305,1,46760,29130,40
22,1634,7,25680,29050,31
20,2092,8,2157430,499670,191
21,3005,8,25150,16900,62
20,953,12,34860,23770,62
20,1534,8,34640,48200,31
20,1150,9,96050,90270,90
8,15,1,42870,43990,62
1,936,2,55980,40560,48
14,162,2,-31100,20,28
10,513,7,119370,51470,93
20,647,8,35050,22520,62
10,2220,3,144260,108950,62
16,1356,11,28750,30990,30
16,49,6,104300,49210,30
20,765,8,41790,20660,31
8,999,12,141030,240330,62
10,2977,1,21650,2790,9
10,1276,4,1039240,956850,870
8,422,6,340440,353900,240
14,1441,7,97050,19920,124
16,1495,5,24510,18420,31
10,862,5,66600,35400,31
20,95,1,26070,12750,11
20,441,9,132580,230710,90
10,1712,9,186680,132010,90
8,261,7,141960,139420,93
10,1673,1,239410,71890,39
14,3012,12,-13950,10110,31
8,2679,8,25330,13460,62
8,1062,7,10350,2880,62
20,1165,8,85980,109440,31
10,1227,11,148300,118390,120
8,2036,12,48570,51860,62
14,248,12,14330,42060,62
1,1429,4,27430,53080,30
8,2671,4,262460,115520,60
20,3024,4,90170,82000,90
8,2138,11,46850,43160,60
14,1608,5,88560,89510,124
20,3104,2,27630,18400,8
10,2953,11,90600,81020,90
8,485,9,680730,120010,120
10,2461,11,1822650,716310,600
8,709,4,304860,345350,90
20,1235,7,52900,41790,60
20,303,2,446110,256860,112
22,2097,9,78330,91500,60
20,1811,6,163870,56520,30
16,723,6,92710,70730,30
10,2366,11,109970,23730,90
10,172,10,146450,100840,93
8,934,10,259380,189780,155
16,1753,9,42620,33550,30
20,3083,8,86210,43710,31
10,392,4,514990,308250,120
8,947,6,51430,42980,60
1,1772,2,109950,26470,28
20,1069,7,134910,281680,93
10,3325,1,32740,15800,10
8,3093,11,110260,27570,30
20,3013,8,11790,1390,1
10,2895,1,30880,7090,8
21,1485,10,18890,14240,31
10,1965,12,90730,52800,38
8,3038,2,121320,254220,56
14,1800,12,46930,6070,62
8,2359,4,153640,202180,60
14,1097,6,6450,29610,60
20,2331,10,61740,83800,31
10,1984,12,72000,41320,31
10,929,1,34480,25730,15
8,2416,7,202630,336900,62
10,2928,1,11340,140,4
10,3250,12,50190,35710,62
8,2404,2,77120,70100,28
10,1664,4,36320,20460,30
10,2613,12,74360,29230,31
22,422,3,22530,20280,31
10,1087,1,27950,8430,43
10,1993,8,389100,424020,279
20,3282,3,904840,279720,228
10,448,5,734100,471110,310
8,1114,3,672850,474580,310
20,558,7,980370,1068740,364
20,1722,12,78480,76660,58
22,691,5,30330,36400,62
8,79,10,90020,130250,62
10,368,12,201260,181270,186
10,791,6,305940,271430,264
10,3011,4,202920,152110,150
8,1637,2,103630,113240,56
22,1572,4,126590,28850,28
10,216,3,71920,64980,62
20,2995,9,199550,126060,90
10,1138,4,312890,73120,300
22,2384,7,51140,46770,62
10,688,2,1572420,715850,305
16,1291,1,7680,3360,3
10,1048,3,103890,15600,31
8,1964,12,366570,338090,186
20,544,11,156730,128490,180
1,408,12,27500,23770,31
10,1798,1,19820,6160,6
8,2441,6,140160,130960,30
22,2125,9,22260,24890,30
10,1570,7,793770,307910,243
10,1046,2,50380,60950,56
20,1377,11,136220,126970,120
10,1439,4,307430,206860,240
20,2515,6,76910,95970,30
22,1201,7,136470,32120,31
22,2881,6,29430,23780,30
8,63,6,693610,424560,300
10,231,9,1117940,637190,480
22,2881,7,27590,21370,31
8,1291,3,141200,173340,155
22,1545,10,544830,161350,279
1,1957,3,59680,86230,31
10,917,2,57990,18780,28
10,22,5,179230,14950,31
8,1834,6,158620,196590,60
1,2759,12,15110,10750,31
10,1666,8,282850,88440,124
10,1684,12,131770,52240,62
21,1608,7,148380,107910,93
10,2070,8,113000,150160,62
22,2215,4,150440,123530,120
10,3107,5,30940,19010,31
10,2463,12,18600,6760,6
10,3157,10,2203260,784950,713
8,143,1,50790,51650,31
1,2435,8,495950,124390,93
8,2311,11,193270,206630,60
10,3226,4,79780,42830,30
1,2456,3,55200,13250,31
10,968,5,249220,202390,279
21,948,9,38470,52550,30
10,1581,9,295750,211950,60
20,943,6,90180,79110,51
20,1186,7,82440,77380,31
20,659,5,430940,101070,93
10,2502,3,525920,195940,124
20,886,7,11740,890,2
10,718,5,57990,38670,31
16,723,1,5550,1820,3
10,47,10,820520,604060,682
22,1516,1,4690,3160,3
8,1173,6,216400,370240,90
8,434,1,71300,89760,31
10,2975,5,373220,355250,217
10,2630,2,204770,112940,112
20,1713,5,47000,27070,62
10,3305,10,260380,181340,248
10,730,2,182480,121760,168
21,528,8,142950,25700,31
20,931,3,71540,50240,31
8,723,3,3364640,2688120,589
21,2595,4,174170,77780,30
8,736,7,439380,375490,155
10,1451,1,137400,110740,86
10,2275,10,464390,412270,455
20,1932,12,360220,325270,459
20,3180,4,45640,35060,30
10,2180,7,319940,69550,155
16,2552,8,21320,15820,19
10,3206,3,78680,63410,93
14,2054,6,34780,67440,120
10,1241,7,115630,17780,31
8,898,9,97960,14200,30
10,2360,9,81400,79490,60
16,2492,11,180000,194960,120
8,1497,2,638450,932540,224
10,1827,10,11300,160,2
10,802,4,97700,77410,189
10,295,1,16640,2280,12
20,2972,3,41000,25690,31
10,2065,11,111910,55190,30
20,75,3,40480,20840,62
8,1514,9,45130,35790,30
8,3071,6,97610,43370,60
8,1599,4,49320,54040,30
10,1630,5,63240,55190,93
10,879,8,788050,443110,372
1,953,6,80440,65770,120
10,616,11,259780,146730,90
21,2609,7,27240,30580,31
10,886,4,28570,17560,24
20,1275,1,42400,32010,64
8,1675,7,116510,113190,80
10,2785,7,126460,96690,62
10,2681,9,80050,46510,30
20,570,9,191090,399280,120
20,1114,1,53460,37150,15
10,1182,8,337540,310580,186
20,101,9,107100,104730,30
8,2050,7,46580,73660,124
20,2609,4,184640,155670,120
20,229,10,52480,23940,31
10,2896,1,88220,70230,70
16,1731,4,69670,25950,120
8,1145,8,1255340,598180,1082
22,2539,6,54510,32180,30
20,1153,7,71580,44160,60
8,931,9,14760,31330,30
1,1109,3,421090,104790,62
10,997,6,91650,87380,60
10,2961,8,185030,185170,124
8,244,5,178440,91000,62
10,2332,1,17370,1420,5
16,1365,3,264450,88900,186
10,3164,5,1144270,816980,620
21,2896,5,71660,60860,31
10,1635,5,64040,44100,31
21,1907,5,33960,30760,31
14,1145,9,80400,64910,240
10,3089,1,22330,4840,12
10,662,9,132250,112200,120
20,1489,1,16270,7680,4
20,2675,8,433570,221730,168
10,2380,1,27900,14850,10
20,622,9,48140,33470,90
22,2950,6,91160,16890,30
20,2267,9,116960,70650,60
10,1798,6,147220,88220,60
10,818,8,140360,74900,62
21,1518,9,45620,81240,30
10,611,12,367150,107200,155
1,1166,1,31350,2810,3
21,735,1,27770,18660,25
8,324,12,83010,100290,93
8,986,7,94720,103170,124
10,169,6,602140,547800,300
10,585,2,121470,125400,56
1,2130,3,18590,13300,31
20,64,3,573540,343960,248
10,2223,10,1029500,608510,310
10,3009,6,106760,81250,60
10,3200,4,95610,76510,180
10,677,12,743330,555550,341
20,1529,1,24870,13710,15
10,2926,4,95940,86970,60
10,176,8,28270,21820,62
8,1608,4,317320,223990,150
8,2307,10,33380,32410,62
20,489,2,1133650,1461960,504
20,3228,11,89510,24420,60
1,1497,1,11990,11120,12
1,423,2,52410,48250,56
21,2087,8,37630,64810,31
16,844,10,36240,30810,31
8,592,1,58700,91800,31
20,2562,5,34740,13760,31
10,2324,11,1606990,962180,610
21,1130,4,177560,193680,90
10,2979,4,576200,366060,180
10,885,5,245320,220960,279
20,2176,10,120520,129280,62
14,1036,3,22430,45180,62
10,320,10,120630,72230,93
20,1608,5,770400,365880,155
1,564,10,515040,289660,124
8,3254,2,44370,71110,28
22,2341,1,5930,2170,3
16,2302,11,32880,37090,30
16,1660,3,58240,55270,31
14,1106,11,-11070,17610,120
10,869,3,39610,23280,31
10,2960,10,163360,74450,93
10,2378,1,13490,2260,4
14,723,4,155240,129390,120
10,82,12,50060,41710,62
10,1240,5,673750,521490,248
10,401,12,461750,220440,155
8,3014,6,93460,75000,60
8,3142,6,5420,6910,8
8,126,2,34130,51900,28
20,1705,5,384370,274230,93
10,2443,10,406330,271080,527
10,1508,8,1078790,248510,186
10,2300,7,58680,41790,31
8,1227,10,54560,51680,62
20,1660,4,81670,73220,60
8,2295,1,162880,340230,93
20,378,5,408680,266420,279
16,49,4,144770,62300,30
10,1496,10,37840,33680,31
8,1222,1,225830,225100,128
14,1747,6,-7510,20100,30
16,3272,7,185910,97800,124
1,504,5,391730,227610,124
20,1402,9,27190,11620,23
10,301,6,68320,43760,60
10,1777,6,141410,121490,112
8,2632,3,72550,21870,31
10,793,3,72760,49560,31
10,166,10,30270,18700,31
10,1809,10,355500,234840,124
21,206,3,13020,16310,31
1,3198,5,62070,82550,31
1,2539,10,16830,8910,31
22,499,7,605700,61940,62
10,519,11,624800,514990,330
21,634,12,88700,17610,31
10,1029,8,3477370,1456290,2201
21,1562,6,46670,17670,30
20,1234,12,123800,107410,186
21,123,4,88230,81430,30
8,2221,10,264600,263610,62
20,1272,11,106060,45880,30
21,3195,1,3090,1800,12
8,2381,3,273540,288370,217
22,2539,5,64450,35370,31
10,725,4,42330,29630,150
10,3136,2,31970,17620,28
8,634,11,171120,87370,60
10,2959,5,88630,40700,62
10,1086,9,190340,45280,150
1,570,5,153410,107890,93
1,2492,2,266690,280520,196
22,1789,6,37270,43260,60
20,1522,4,2606110,636460,315
10,3230,6,231880,148250,60
20,1772,3,325800,136720,93
20,3167,12,51530,38810,31
20,1476,10,107580,34040,124
22,1450,9,47540,38380,30
10,3065,4,64580,54630,60
8,15,2,62730,54240,56
8,2857,12,47200,53070,62
1,3218,4,149390,83640,90
10,2070,4,144400,186950,60
20,1823,7,1041380,641110,217
20,3163,8,168360,149490,93
20,2881,5,85280,39860,31
22,1211,4,39870,48670,30
8,2850,8,48120,25810,48
8,2418,7,15880,17190,31
8,34,2,150960,81190,56
10,691,11,80490,58700,150
22,2380,11,40970,36690,30
10,1316,7,118880,90790,62
20,1620,8,274490,133670,310
10,539,2,217390,12190,28
10,3344,9,329650,187340,240
20,2038,5,82660,68450,124
10,788,1,14430,3260,11
10,511,3,466320,141450,124
20,2018,3,325940,205960,62
14,3066,4,15860,49490,60
20,1156,12,230630,190910,157
8,29,9,81800,12060,30
10,3045,7,51160,37910,62
20,634,5,477880,127010,155
8,2152,11,35620,47750,30
20,2016,10,33500,11680,30
20,1560,11,161090,18970,30
20,3096,11,172960,39360,60
8,2641,8,103090,27790,93
20,1787,11,56940,36800,30
20,49,7,715970,264870,186
20,1522,12,3262540,983380,465
10,1146,6,391160,236240,180
10,327,2,1673830,1042750,289
1,1466,8,52110,45840,31
1,3125,4,13380,12660,30
21,2426,5,22000,19040,62
1,2856,3,58260,39100,62
10,949,3,87780,78270,31
10,2017,6,886330,93850,180
22,463,6,65980,7710,30
20,1466,6,122830,120810,90
10,2168,2,97530,74990,28
14,49,7,173750,163010,62
8,3021,9,72840,33000,150
22,3086,7,70220,74660,62
1,3328,9,34190,32260,30
8,353,2,38480,38650,56
10,3205,12,76530,46470,155
10,343,1,17710,6600,2
8,3120,10,511990,283770,217
20,1070,8,34630,21250,62
20,1273,10,252960,158250,62
22,177,3,64590,54610,62
8,2659,2,19520,20330,28
20,2589,11,192380,25180,240
20,1125,2,33050,18230,28
10,1731,10,2012840,671340,1550
8,1184,3,72940,109060,31
10,1195,9,74870,66520,90
10,2745,1,15750,5200,4
8,3054,8,113660,142860,62
22,2410,5,32110,55460,31
10,1439,6,332760,220780,240
21,1080,8,49230,32260,62
16,472,4,792720,485620,300
14,3302,6,26650,32000,120
8,538,5,139090,37340,31
20,3267,12,856620,878780,403
14,420,4,21740,52260,60
10,1487,6,81130,67850,60
10,1008,7,46330,40130,29
10,3087,2,142630,171400,56
8,764,6,17010,2670,60
8,3127,3,53930,70740,62
10,1970,11,309230,179070,60
8,64,6,204800,121370,30
10,13,1,17440,820,5
14,953,6,-7970,25510,60
20,783,6,78390,83850,60
14,2747,5,66510,47260,62
8,1834,7,173780,200040,62
21,324,7,84480,102660,62
21,3006,1,37280,32310,50
1,1157,7,28220,52730,31
10,697,8,179510,24290,62
1,827,4,84980,17950,30
20,319,6,58520,85050,30
1,142,9,90590,81770,120
8,2033,5,-720,760,5
21,2553,9,18730,20990,36
10,370,5,162780,139390,155
10,231,6,1169680,702730,510
10,2744,11,1871800,1810640,1050
16,3020,9,22610,15660,30
8,162,1,41460,33970,20
8,1687,2,123990,138290,56
21,2087,7,41130,69980,31
16,3075,4,120700,85970,90
8,1574,9,335060,254130,120
8,1295,1,111190,162550,31
14,2849,2,-31120,30,56
20,1308,12,6784770,1326790,651
8,1365,3,83490,29200,248
10,2630,9,205730,120150,120
1,634,5,273510,39600,62
10,2021,2,38360,20900,28
10,1407,4,329540,297830,300
8,1773,6,798020,163270,90
1,2686,3,55640,48850,31
21,1998,5,32550,29770,31
10,2363,1,78550,49260,27
16,2324,9,65140,36190,30
10,410,7,21140,12370,62
10,2414,8,21600,9380,31
10,1402,3,59250,49130,62
16,1541,9,99370,84520,60
8,443,3,91780,142440,31
10,2319,10,290580,114900,93
10,2866,5,170780,96990,62
22,1450,5,50690,40430,31
10,602,6,36140,22200,30
8,610,3,22770,26330,62
20,2019,2,104680,64310,84
20,47,3,415880,324230,403
16,695,10,64340,22010,62
20,2814,10,156680,139590,60
21,1273,10,321490,230050,124
22,433,2,44780,58340,28
14,933,3,75120,70410,62
1,3218,1,18400,7340,9
10,933,11,389970,242650,210
8,2054,9,279860,313320,270
10,3222,1,31320,19560,24
1,2779,7,19980,15270,31
10,378,9,1467890,1032210,990
21,481,1,195880,64740,125
14,2989,12,-31120,0,1
10,2042,7,55200,26990,31
8,1068,2,6090,8050,15
10,3310,2,176640,135400,56
22,2675,6,10490,4050,8
22,2170,11,36050,48960,60
21,1653,5,359200,129910,93
8,1182,3,121070,123240,75
1,843,10,79140,61030,62
10,3152,3,48910,39690,186
10,1248,9,431590,28820,60
20,3052,5,104350,42610,31
10,332,5,996650,512660,784
8,2084,7,55410,64200,62
10,2045,9,54690,26240,30
14,1817,3,25570,45320,62
20,2948,4,48700,33670,30
1,579,6,35540,21760,30
16,2807,9,36830,27190,30
14,88,2,-31120,0,14
22,2719,7,57110,29720,62
20,1040,11,481480,196360,150
10,47,7,1066280,832020,682
14,797,6,15790,32040,60
10,1985,10,302520,140870,155
20,2792,5,829380,192130,93
10,2918,9,21690,10380,30
21,2389,7,88750,112740,124
8,2488,5,507830,414480,155
10,2289,9,54690,63690,30
20,819,7,41180,52540,31
22,1825,2,51860,34580,28
10,3006,11,140320,109080,90
1,2461,1,9160,2940,3
22,2676,10,115000,57700,62
10,324,3,652230,442320,279
22,2628,5,66960,86200,31
10,2929,4,222760,137070,90
10,216,10,48860,38210,62
16,1382,6,59220,56630,60
8,2383,1,3540,5690,6
22,2685,6,31810,21190,30
8,491,12,200150,334160,62
8,3336,7,95480,83880,62
8,361,9,61220,91800,30
22,2158,3,39240,37470,62
20,861,7,58700,34310,31
10,458,12,207400,70730,93
21,2645,11,137650,114770,90
10,2161,6,45590,37470,30
10,1836,10,29340,15030,31
14,1775,2,-31100,10,14
14,3066,5,6350,38750,62
8,799,4,85720,99260,180
10,2442,5,76990,52200,31
10,2830,4,76350,64950,30
20,930,6,102140,52200,60
10,80,1,39200,30690,23
10,3058,3,96510,80550,62
8,3332,10,156300,117360,62
8,1330,2,19990,14380,28
14,88,9,-9860,31780,30
8,342,2,20660,29670,19
20,370,6,71100,53680,90
20,3288,12,151480,111730,93
20,1575,2,248940,197920,112
1,2122,2,13400,9020,28
10,2871,3,225170,8990,31
21,3006,3,56760,50370,62
8,383,8,175080,141960,93
20,1815,10,180840,145320,124
20,763,4,59930,51680,60
8,1001,10,99280,164940,62
20,2908,9,248330,165960,120
20,1901,2,30690,14070,28
10,2014,11,30880,21240,30
20,1118,5,167620,105530,93
10,2107,8,21550,9060,31
21,1543,1,1037060,363850,425
22,1104,7,51450,31390,31
10,1255,5,57050,41410,31
20,2834,3,399870,46050,31
10,1974,12,86050,52400,64
10,2461,2,1226600,664590,588
21,2095,8,161040,43300,31
8,2309,10,43020,11990,124
10,2004,10,39170,23570,62
10,1048,1,12960,350,3
10,1249,8,92520,100470,62
10,357,6,263320,58080,150
8,1574,8,528030,243360,124
8,1623,5,42800,40850,31
20,2076,3,104460,36450,62
16,1041,7,263990,69690,62
8,64,4,141680,79600,30
20,66,4,251910,148390,150
10,1300,9,77450,58380,30
8,883,11,443240,341020,222
8,2410,6,103440,173860,60
10,732,11,50870,31820,30
10,1372,4,620440,405640,300
1,156,7,8450,2820,10
20,1620,11,366020,162000,300
14,797,8,17960,32660,62
8,1110,3,816480,218840,62
16,378,10,57360,37890,62
10,1531,6,56970,43760,60
21,802,3,43530,38510,93
10,1804,9,50510,41880,30
1,761,11,56240,41090,60
20,363,11,66180,84290,30
22,2858,5,122820,173640,62
20,1814,3,68030,39320,31
10,809,7,167510,36340,186
16,1382,4,49310,56950,60
10,1102,5,1370870,391960,403
10,2088,1,18190,5480,6
8,2935,5,150800,144440,93
20,2896,6,480590,406820,300
1,3283,9,217850,88350,90
22,47,5,61810,49960,124
10,1390,7,54740,29150,31
8,2632,2,63790,21300,28
1,1040,11,397140,72370,60
20,1070,5,36280,22350,62
20,2701,3,140600,162720,93
14,1238,3,82700,86730,31
20,1069,1,27910,38740,15
8,3336,12,98460,76870,62
8,828,6,233130,181780,120
20,1138,5,145700,30750,93
8,2857,4,37190,38100,60
8,1348,3,76200,104780,93
10,823,8,113610,71890,62
21,525,5,71740,98510,62
1,460,2,35790,44940,28
20,634,6,510600,138660,150
22,1794,4,49520,41360,48
21,2097,10,31220,56260,31
10,3260,4,397200,40700,60
20,2343,2,80350,64840,56
10,681,7,70850,49730,31
8,1117,8,81540,88170,62
20,2716,6,85450,38500,60
10,833,11,73340,41290,90
10,2163,1,19680,4940,5
8,2737,11,50030,25720,90
20,660,9,100400,83310,30
8,2404,10,75260,60320,31
10,2502,1,66550,22570,20
20,1809,2,185660,116620,48
8,3014,4,82820,64430,60
20,441,6,165710,257570,90
10,3109,5,87560,64140,62
22,422,12,21440,14110,31
8,2998,1,13780,3430,93
10,3091,12,323500,75050,93
21,1218,11,104450,79630,60
16,844,3,26770,19740,31
20,142,7,166320,149900,217
10,1126,2,76680,59050,28
21,848,8,44370,42710,93
10,1246,10,54450,20800,62
20,2895,2,87700,31890,84
20,1880,5,69530,34230,93
16,2984,7,50520,38300,31
16,844,7,38900,33390,31
8,1514,2,43980,28980,28
10,55,8,1175500,268370,124
20,43,7,97750,147680,62
20,2678,2,31380,16690,56
14,1801,2,-31120,0,28
8,2077,4,58130,90070,30
10,1669,7,732570,484980,341
8,519,11,140220,138530,60
14,773,11,32430,44080,120
10,2787,7,199670,135040,62
14,1890,7,-4670,32220,64
22,1873,4,5910,3690,17
16,634,6,141110,24260,30
16,3111,1,5160,850,3
10,1372,3,651910,427560,310
10,2110,11,218410,133950,240
14,1145,10,99600,76350,248
16,2804,12,46930,38770,31
8,2592,12,3583470,991380,558
10,852,6,478470,307810,240
20,3209,5,61800,84500,31
8,2080,4,41440,42070,30
22,507,10,132390,41340,31
10,2796,3,101230,96790,62
1,1491,1,6080,1360,6
8,1686,8,262350,167290,62
10,3192,10,412430,88020,248
10,2801,6,40620,26140,60
20,558,4,1054110,1077720,330
1,1166,2,41760,6990,28
22,3248,5,39750,30110,31
10,822,6,145560,91170,60
8,1634,10,137140,165440,124
21,1841,4,1245380,348010,270
8,835,11,12080,11980,30
20,1615,9,109930,100660,120
21,569,5,72780,124830,31
10,1575,2,388610,281070,168
10,1213,5,231050,114100,93
10,3260,7,392940,40190,62
20,1022,5,707450,377080,465
10,1383,10,1649570,1379110,1147
10,1606,9,526050,342350,266
22,3246,3,37630,31730,31
10,3136,6,31140,20090,30
1,429,5,90620,162050,73
8,1160,9,47910,65970,60
10,53,2,3030360,1311730,510
8,1753,2,59260,52920,28
20,1117,9,135020,132530,150
20,2031,9,68970,33110,30
22,1102,4,131240,38890,60
1,3147,4,63230,48100,60
1,1045,10,22950,28770,31
8,3010,7,42820,38560,40
8,767,7,35460,44190,31
20,2001,1,15070,4960,5
20,2324,3,430460,249890,186
21,2813,11,25030,22280,60
10,1924,5,95890,72590,62
8,1496,2,118620,187430,84
10,852,10,464630,315680,248
10,1673,10,1808150,540510,372
10,230,1,45680,26750,48
20,2461,12,414510,241030,93
8,142,6,47480,45680,60
21,1543,9,1078770,351430,330
14,160,12,53180,18590,62
8,850,4,65940,58190,30
8,2898,2,230780,264010,112
21,2324,4,46490,25690,30
10,105,12,211830,141540,62
10,1749,11,111990,67870,60
1,327,1,25720,11620,9
20,2700,6,50000,34200,30
10,1214,10,170460,89100,93
20,1528,6,85880,80880,30
10,694,7,214190,58960,217
16,205,3,28770,29720,31
20,1968,6,23180,11510,30
1,893,5,44990,39440,62
10,1939,12,268620,188190,62
20,1380,2,96790,47670,28
10,64,7,2349970,1101390,682
1,1508,1,10910,1760,3
10,1739,7,575660,238550,434
10,1443,11,46590,27970,60
10,1997,5,242760,149030,135
21,2364,7,75240,85910,62
8,1284,9,98040,25820,120
21,1429,8,46320,74540,31
8,294,6,66110,25950,90
10,2881,11,154130,109520,120
16,898,4,82630,77460,30
20,564,12,1792250,1038520,186
8,2349,2,60670,34090,38
20,1050,6,84550,94060,30
22,3084,1,5430,1970,3
10,2509,8,35730,17750,31
10,1987,10,41020,30740,31
10,773,11,499340,295520,210
20,931,11,53960,36460,30
10,1487,4,83970,69090,120
1,2539,9,19520,10520,30
8,3330,1,146860,103340,93
20,2527,3,177980,119030,124
10,2620,8,47110,36560,31
10,78,8,334140,213070,155
10,97,6,32140,20690,30
14,2113,7,44980,10320,124
10,450,1,41170,16810,17
10,818,7,171050,90830,62
1,3218,6,121870,67420,90
20,1141,12,83500,150110,31
8,1967,8,15410,19310,31
10,1473,9,38630,26070,120
8,780,6,69420,97660,60
20,494,8,2168090,400430,279
20,2860,7,161480,139390,62
10,2977,6,157760,24360,60
8,1433,8,101460,53790,62
10,537,1,18020,1600,12
10,718,6,79410,49140,30
10,1280,10,329530,323640,341
20,3204,8,77960,60380,31
20,673,12,93840,21090,31
10,3316,6,167660,100790,60
10,3060,1,16260,5770,8
1,3174,12,59710,46400,62
8,3221,6,289390,255100,210
21,1953,9,22650,40430,30
10,1897,6,54530,12250,60
10,2794,11,436320,179830,144
20,1626,9,53580,22190,60
8,2214,10,101370,82430,62
22,67,7,51950,45520,93
16,2492,6,231590,243160,180
8,507,1,1980,970,31
20,418,5,41100,89420,31
10,1494,5,1020700,288340,186
1,2489,3,21060,14460,31
14,1450,9,14780,48130,60
10,2315,5,253480,21070,31
8,1799,5,384620,389880,217
10,625,11,3478300,400710,270
10,154,1,25860,13960,16
10,2874,1,77130,31360,46
1,2411,2,68680,106430,56
10,228,3,85500,72130,31
22,1799,8,118690,111940,93
8,1781,10,89190,162670,31
8,3254,10,91990,114040,43
21,481,6,367450,126900,150
8,1215,11,1135810,694150,180
1,437,3,92360,154440,62
14,2795,8,418600,68840,62
14,3164,4,31880,60260,60
10,2060,9,42450,31750,30
10,822,4,135510,85600,60
21,1514,3,31590,24840,31
22,2360,10,31220,42390,31
14,1480,10,230080,87350,62
20,1122,12,130150,52950,31
10,80,7,205250,181630,124
10,520,10,303230,184290,124
8,2190,1,110020,83940,62
21,2987,6,21940,27990,30
22,333,11,69600,129590,60
8,2676,11,276830,161580,90
20,422,9,44090,35260,30
21,1157,6,58210,105140,42
8,1693,7,6500,8330,9
20,1662,3,110090,107040,62
1,1271,4,29050,20470,23
10,260,11,325370,290420,210
10,125,5,58860,38310,31
10,2065,6,83210,41720,30
14,849,9,15520,27470,60
20,2742,12,43800,40120,31
10,3071,3,291520,86090,62
8,397,12,110270,154760,31
20,1691,6,119630,50040,30
10,2937,2,65140,56330,28
20,2895,3,73680,28940,93
10,1129,11,80930,45420,30
20,1380,3,122270,63450,31
10,2230,3,242000,181670,93
10,1969,9,330820,230950,210
10,690,10,200220,123800,93
10,3215,11,1559240,237360,385
10,655,8,40780,27740,93
10,3344,8,453600,238080,248
20,1696,5,559620,361960,124
22,1481,7,66840,21150,31
1,1404,2,21710,19030,28
10,482,2,34240,27180,28
8,1004,11,88370,147220,60
10,822,1,37740,16280,12
10,2757,12,109530,78200,62
8,424,11,391030,648190,180
22,3246,1,5950,2260,3
8,282,1,33400,60520,31
8,2984,3,59430,44060,31
8,232,2,1800770,483750,112
20,819,12,57290,59200,31
8,780,8,89250,115530,62
1,239,6,40880,62160,30
21,2896,9,42820,40660,30
8,536,4,66750,118180,60
8,735,3,189610,121970,124
10,2198,3,315640,256690,155
16,396,1,8080,6910,6
8,1817,7,262160,237690,62
21,1325,4,23820,9260,30
10,1388,10,447080,471230,465
20,1138,11,19180,2010,15
10,2050,7,19410,11860,31
10,1918,2,119010,85580,112
8,3198,2,375460,567840,178
10,2128,4,85290,63770,60
8,291,6,14350,2510,90
10,1039,3,23550,14310,62
20,2416,10,112440,76510,62
20,863,5,392150,195300,186
10,3215,6,939180,131380,150
10,2162,2,202000,197980,112
20,3154,7,241470,197500,93
21,3071,6,31930,10140,60
16,338,9,29470,16830,30
10,3195,1,555630,115170,255
20,789,5,61830,48670,93
10,998,1,58620,56800,41
10,2574,9,148310,30710,120
10,307,8,78940,27850,31
10,939,1,19060,9060,10
10,490,2,23160,11610,28
8,3218,8,189950,117300,62
10,2865,1,43660,24180,32
8,3120,8,559520,296500,217
1,1067,12,31930,23810,62
14,1393,10,225320,65430,62
10,2732,6,244250,140410,90
10,1648,3,51590,40260,62
10,736,7,864150,687080,310
10,3292,12,342070,260100,180
20,670,5,309750,268120,124
8,1300,12,188590,163460,62
10,3271,5,1032380,904290,621
10,1774,10,204490,137140,124
10,555,3,415960,42390,62
20,2054,12,316730,280240,217
10,1897,4,68810,15660,60
8,860,12,155490,126510,40
20,64,7,372740,230100,248
22,1849,2,185310,52340,28
20,2451,8,205580,206610,93
10,2591,2,290950,38190,112
16,1841,7,502070,51640,62
14,2562,4,63480,61810,60
16,2984,12,32740,24030,31
22,1825,3,44740,31700,31
10,333,2,401660,394710,202
10,640,9,225640,122990,90
1,934,10,110090,79400,93
10,143,12,208570,107690,124
20,982,12,689010,386270,479
8,1005,1,639690,1188600,248
20,2306,4,129090,83070,30
20,3298,2,129330,89960,84
8,1496,6,32570,63420,30
22,2034,10,110830,49650,31
10,805,2,42320,35710,56
8,3021,5,63300,23570,155
10,2834,7,2148490,178500,434
20,1975,12,96960,62290,62
14,430,3,-14090,28880,31
10,2985,11,113810,72940,60
20,2088,5,50990,38640,31
8,933,7,368340,279780,155
20,2479,1,54260,29190,12
10,2365,6,215630,179450,120
8,648,4,100010,56460,30
1,2989,2,38230,28100,28
21,365,6,84500,120480,30
22,1696,10,71250,56170,62
10,484,11,52840,37620,58
20,1464,10,31510,15570,31
20,2413,2,28590,15480,28
22,476,10,187140,147650,124
20,1141,7,65230,121600,31
20,1027,12,388190,197730,124
21,2480,3,105930,106060,62
10,2191,1,91240,46270,48
20,1108,8,206670,134470,155
22,2360,1,5810,2560,3
10,1739,4,554780,233220,420
10,2060,1,16360,5820,4
21,169,10,47880,86800,31
10,334,7,345360,212760,169
10,2018,5,735200,399800,248
8,1570,3,409000,219730,234
10,1644,3,224230,149190,124
21,756,2,437980,387630,140
14,1253,7,64500,75150,124
10,1932,1,94220,71150,60
8,2450,12,144080,195220,62
8,3264,3,74950,41610,62
14,1886,6,6650,36980,120
